,floor,url,price,title,community,location,community_c,community_loc,duration
1149,中层/6层,http://sh.lianjia.com/zufang/shz3395849.html,3800,德州一村，吉宅出租，上门实勘，交通便利,德州一村,世博,德州一村,"121.494808,31.169095",1476.0
112,高层/4层,http://sh.lianjia.com/zufang/shz3408686.html,3800,1室1厅1卫，高区景观房，上门实拍，马上看房,龙华路2373弄,龙华,龙华路2373弄,"121.452522,31.181770",1495.0
1823,中层/6层,http://sh.lianjia.com/zufang/shz3455309.html,4000,上南九村，错过不再有，交通便利，新鲜好房,上南九村,世博,上南九村,"121.498202,31.170163",1496.0
500,高层/6层,http://sh.lianjia.com/zufang/shz3454371.html,3400,近地铁，新鲜好房，上门实勘，一室小户型,振兴小区（徐汇）,徐家汇,振兴小区,"121.452360,31.193793",1499.0
223,低层/6层,http://sh.lianjia.com/zufang/shz3311252.html,4000,中山新村，好房好心情，随到随看，紧邻地铁,中山新村,斜土路,中山新村,"121.455321,31.198513",1505.0
375,中层/6层,http://sh.lianjia.com/zufang/shz3411838.html,3700,浦建小区，热门带看，观望后悔莫及，温馨之家,浦建小区,塘桥,浦建小区,"121.520298,31.210036",1510.0
87,高层/6层,http://sh.lianjia.com/zufang/shz3445079.html,3500,抢鲜笋盘，高区采光好，高清实拍，钥匙在手,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
899,低层/6层,http://sh.lianjia.com/zufang/shz2946031.html,3800,思浦小区，高清实拍，交通方便，一室小户型,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
177,高层/6层,http://sh.lianjia.com/zufang/shz3434360.html,3500,思浦小区，好房好心情，出行方便，有钥匙房源,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
133,高层/6层,http://sh.lianjia.com/zufang/shz3416566.html,4000,思浦小区，温馨之家，近地铁，有钥匙立即看,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
97,高层/6层,http://sh.lianjia.com/zufang/shz3456806.html,4000,一室小户型，来电即看，闹中取静，出行方便,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
612,高层/6层,http://sh.lianjia.com/zufang/shz3398443.html,4000,思浦小区，南北户型，新出房源，采光这边独好,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
1964,低层/6层,http://sh.lianjia.com/zufang/shz3438590.html,3100,思浦小区，生活很便利，上下楼方便，1室1厅1卫,思浦小区,三林,思浦小区,"121.493549,31.159351",1513.0
600,高层/6层,http://sh.lianjia.com/zufang/shz3450346.html,3200,上南二村，温馨之家，地铁直达，高区景观房,上南二村,世博,上南二村,"121.496786,31.175598",1534.0
259,中层/6层,http://sh.lianjia.com/zufang/shz3436369.html,3600,出行方便，1室1厅1卫，钥匙房，上门实勘,上南二村,世博,上南二村,"121.496786,31.175598",1534.0
1706,中层/6层,http://sh.lianjia.com/zufang/shz3453269.html,3500,有爱有家，新出房源，地铁沿线，好楼层,上南二村,世博,上南二村,"121.496786,31.175598",1534.0
1700,中层/6层,http://sh.lianjia.com/zufang/shz3451989.html,3500,上南二村，黄金楼层，抢鲜笋盘，放心好房,上南二村,世博,上南二村,"121.496786,31.175598",1534.0
1214,低层/6层,http://sh.lianjia.com/zufang/shz3422638.html,3200,上南二村，链家好房，交通便利，上门实勘,上南二村,世博,上南二村,"121.496786,31.175598",1534.0
977,高层/6层,http://sh.lianjia.com/zufang/shz3411040.html,3300,上南二村，一室小户型，上门实拍，链家房源,上南二村,世博,上南二村,"121.496786,31.175598",1534.0
426,中层/6层,http://sh.lianjia.com/zufang/shz3452789.html,4000,漕溪四村，景观房，享受好房，有钥匙房源,漕溪四村,万体馆,漕溪四村,"121.440366,31.170606",1552.0
839,中层/3层,http://sh.lianjia.com/zufang/shz3453370.html,3500,岳阳路79弄，毗邻地铁，新出房源，好楼层,岳阳路79弄,建国西路,岳阳路79弄,"121.452430,31.207241",1571.0
768,低层/6层,http://sh.lianjia.com/zufang/shz3444859.html,3500,泉东二小区，降价房源，新鲜上架，1室1厅,泉东二小区,潍坊,泉东二小区,"121.522397,31.227059",1584.0
1377,中层/6层,http://sh.lianjia.com/zufang/shz3414540.html,3800,1室1厅，紧邻地铁，上门实勘，链家好房,泉东二小区,潍坊,泉东二小区,"121.522397,31.227059",1584.0
1362,高层/6层,http://sh.lianjia.com/zufang/shz3403698.html,3800,泉东二小区，上门实勘，温馨一室，采光无敌好,泉东二小区,潍坊,泉东二小区,"121.522397,31.227059",1584.0
763,高层/6层,http://sh.lianjia.com/zufang/shz3436812.html,3800,有爱有家，生活很便利，空气清新，新上房源,文兰小区,塘桥,文兰小区,"121.525907,31.210910",1591.0
478,低层/6层,http://sh.lianjia.com/zufang/shz3453013.html,3800,江南二村，上门实拍，近地铁，新出好房,江南二村,斜土路,江南二村,"121.461403,31.193403",1593.0
729,中层/5层,http://sh.lianjia.com/zufang/shz3455213.html,3500,上南一村，地铁沿线，上门实拍，新出房源,上南一村,世博,上南一村,"121.497237,31.177948",1597.0
778,中层/9层,http://sh.lianjia.com/zufang/shz3457677.html,3600,新出好房，地铁沿线，温馨一室，刚刚降价,上南一村,世博,上南一村,"121.497237,31.177948",1597.0
307,高层/5层,http://sh.lianjia.com/zufang/shz3455369.html,3000,龙山新村，好房好心情，业主新委托，小户型,龙山新村,万体馆,龙山新村,"121.445813,31.184286",1597.0
868,低层/6层,http://sh.lianjia.com/zufang/shz3458376.html,4000,龙山新村，抢鲜笋盘，上下楼方便，交通便利,龙山新村,万体馆,龙山新村,"121.445813,31.184286",1597.0
947,中层/6层,http://sh.lianjia.com/zufang/shz3436811.html,3500,龙山新村，交通便利，链家好房，景观房,龙山新村,万体馆,龙山新村,"121.445813,31.184286",1597.0
1292,中层/6层,http://sh.lianjia.com/zufang/shz3454031.html,4000,稀罕南北通，上门实勘，新上房源，出行方便,上南一村,世博,上南一村,"121.497237,31.177948",1597.0
648,中层/6层,http://sh.lianjia.com/zufang/shz3446680.html,3500,上南一村，新鲜上架，一链倾城，地铁房,上南一村,世博,上南一村,"121.497237,31.177948",1597.0
1731,中层/6层,http://sh.lianjia.com/zufang/shz3438994.html,3600,上南一村，链家房源，新出好房，交通方便,上南一村,世博,上南一村,"121.497237,31.177948",1597.0
1614,高层/5层,http://sh.lianjia.com/zufang/shz3335351.html,2000,微山新村，生活很便利，实地看房，温馨一室,微山新村,塘桥,微山新村,"121.515373,31.209444",1634.0
1574,高层/5层,http://sh.lianjia.com/zufang/shz3335351.html,2000,微山新村，生活很便利，实地看房，温馨一室,微山新村,塘桥,微山新村,"121.515373,31.209444",1634.0
1687,中层/6层,http://sh.lianjia.com/zufang/shz3448713.html,3700,小户型，新出好房，地铁沿线，黄金楼层,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
1406,低层/6层,http://sh.lianjia.com/zufang/shz3435379.html,4000,链家好房，一室小户型，低楼层，紧邻地铁,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
1775,中层/6层,http://sh.lianjia.com/zufang/shz3437408.html,3500,上南四村，放心好房，温馨一室，空气清新,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
1556,低层/6层,http://sh.lianjia.com/zufang/shz3332041.html,3800,上南四村，降价出租，一链倾城，小户型,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
1814,高层/5层,http://sh.lianjia.com/zufang/shz3453286.html,3200,地铁沿线，吉宅出租，抢鲜笋盘，高区采光好,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
168,中层/6层,http://sh.lianjia.com/zufang/shz3434074.html,3600,上南四村，有钥匙，光线充足，错过不再有,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
1459,低层/6层,http://sh.lianjia.com/zufang/shz3358436.html,4000,上南四村，交通方便，温馨之家，低区出入方便,上南四村,世博,上南四村,"121.497368,31.172332",1638.0
74,低层/6层,http://sh.lianjia.com/zufang/shz3364085.html,4000,凯旋一村，热门房源，毗邻地铁，小户型,凯旋一村,徐家汇,凯旋一村,"121.424568,31.193371",1656.0
146,高层/6层,http://sh.lianjia.com/zufang/shz3353398.html,3900,小户型，一链倾城，生活很便利，空气清新,凯旋一村,徐家汇,凯旋一村,"121.424568,31.193371",1656.0
1707,高层/7层,http://sh.lianjia.com/zufang/shz3453273.html,3800,荣成路41弄，远离雾霾带，温馨之家，观望后悔莫及,荣成路41弄,陆家嘴,荣成路41弄,"121.518020,31.241470",1663.0
860,中层/5层,http://sh.lianjia.com/zufang/shz3455440.html,3500,日晖六村，出行方便，新鲜上架，黄金楼层,日晖六村,斜土路,日晖六村,"121.461487,31.194810",1665.0
16,中层/5层,http://sh.lianjia.com/zufang/shz3369388.html,3800,上门实勘，看房有钥匙，小户型，享受好房,日晖六村,斜土路,日晖六村,"121.461487,31.194810",1665.0
584,高层/5层,http://sh.lianjia.com/zufang/shz3407771.html,4000,交通便利，上门实勘，光线非常好，有爱有家,日晖六村,斜土路,日晖六村,"121.461487,31.194810",1665.0
797,低层/5层,http://sh.lianjia.com/zufang/shz3435551.html,3500,链家房源，小户型，新鲜好房，上下楼方便,日晖六村,斜土路,日晖六村,"121.461487,31.194810",1665.0
195,中层/5层,http://sh.lianjia.com/zufang/shz3419055.html,3000,热门房源，好楼层，高清实拍，小户型,日晖六村,斜土路,日晖六村,"121.461487,31.194810",1665.0
795,低层/4层,http://sh.lianjia.com/zufang/shz3432418.html,4000,1室1厅1卫，低区出入方便，交通便利，新鲜好房,日晖六村,斜土路,日晖六村,"121.461487,31.194810",1665.0
779,高层/6层,http://sh.lianjia.com/zufang/shz3458601.html,4000,上南五村，新鲜好房，刚刚降价，上门实勘,上南五村,世博,上南五村,"121.499092,31.179596",1666.0
1255,高层/6层,http://sh.lianjia.com/zufang/shz3440190.html,3200,上南五村，上门实拍，1室1厅，近地铁,上南五村,世博,上南五村,"121.499092,31.179596",1666.0
508,中层/6层,http://sh.lianjia.com/zufang/shz3444584.html,3900,地铁直达，小户型，链家好房，上门实勘,周家湾小区,龙华,周家湾小区,"121.450823,31.171080",1671.0
68,中层/3层,http://sh.lianjia.com/zufang/shz2839797.html,2800,宛平路297弄，光线充足，高清实拍，人气房源,宛平路297弄,衡山路,宛平路297弄,"121.444164,31.198716",1671.0
470,高层/3层,http://sh.lianjia.com/zufang/shz3439891.html,3500,高区采光好，上门实勘，温馨之家，业主新委托,乌鲁木齐南路372弄,衡山路,乌鲁木齐南路372弄,"121.450013,31.200647",1685.0
1563,高层/6层,http://sh.lianjia.com/zufang/shz3387372.html,3500,近地铁，高区景观好，链家房源，业主降价,杨思水境园,三林,杨思水境园,"121.495526,31.162378",1689.0
1705,低层/18层,http://sh.lianjia.com/zufang/shz3452920.html,4000,上船大楼，近地铁，新鲜挂牌，低区出入方便,上船大楼,陆家嘴,上船大楼,"121.513175,31.239402",1694.0
351,高层/18层,http://sh.lianjia.com/zufang/shz3392472.html,2800,天平小区，真实在租，高清实拍，生活很便利,天平小区,徐家汇,天平小区,"121.439200,31.198375",1697.0
13,高层/6层,http://sh.lianjia.com/zufang/shz3419133.html,3800,毗邻地铁，火爆热门，高清实拍，链家好房,上缝小区,龙华,上缝小区,"121.445946,31.172380",1703.0
475,高层/6层,http://sh.lianjia.com/zufang/shz3446948.html,3800,上缝小区，1室0厅1卫，生活很便利，吉宅出租,上缝小区,龙华,上缝小区,"121.445946,31.172380",1703.0
182,中层/6层,http://sh.lianjia.com/zufang/shz3456842.html,3800,上门实拍，温馨一室，抢鲜笋盘，随时可看,上缝小区,龙华,上缝小区,"121.445946,31.172380",1703.0
530,高层/6层,http://sh.lianjia.com/zufang/shz3442998.html,3600,上钢六村，交通便利，一室小户型，高区景观好,上钢六村,世博,上钢六村,"121.490161,31.171840",1704.0
766,低层/6层,http://sh.lianjia.com/zufang/shz3442964.html,4000,梅园五街坊，温馨之家，吉宅出租，业主新委托,梅园五街坊,源深,梅园五街坊,"121.528603,31.233005",1709.0
1947,中层/26层,http://sh.lianjia.com/zufang/shz3373789.html,2800,一室小户型，黄金楼层，生活很便利，错过不再有,明竹公寓,源深,明竹公寓,"121.532293,31.231920",1727.0
1965,中层/26层,http://sh.lianjia.com/zufang/shz3373789.html,2800,一室小户型，黄金楼层，生活很便利，错过不再有,明竹公寓,源深,明竹公寓,"121.532293,31.231920",1727.0
69,中层/3层,http://sh.lianjia.com/zufang/shz3382798.html,3800,紧邻地铁，业主降价，新鲜上架，温馨一室,南交小区,徐家汇,南交小区,"121.429205,31.190163",1729.0
503,低层/6层,http://sh.lianjia.com/zufang/shz3455986.html,3500,龙吴路13弄，上下楼方便，上门实勘，1室1厅,龙吴路13弄,万体馆,龙吴路13弄,"121.443499,31.173293",1732.0
509,高层/6层,http://sh.lianjia.com/zufang/shz3452183.html,4000,龙吴路13弄，温馨一室，上门实勘，抢鲜笋盘,龙吴路13弄,万体馆,龙吴路13弄,"121.443499,31.173293",1732.0
72,中层/6层,http://sh.lianjia.com/zufang/shz3444649.html,4000,龙吴路11弄，上门实拍，随时可看，如您所见,龙吴路11弄,万体馆,龙吴路11弄,"121.443644,31.173849",1732.0
3,中层/5层,http://sh.lianjia.com/zufang/shz3452689.html,4000,出行方便，如您所见，刚刚降价，上门实勘,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1874,中层/4层,http://sh.lianjia.com/zufang/shz3390544.html,4000,上钢一村，链家好房，好楼层，温馨之家,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
857,高层/5层,http://sh.lianjia.com/zufang/shz3299351.html,3300,上钢一村，放心好房，地铁直达，小户型,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1085,高层/5层,http://sh.lianjia.com/zufang/shz3299351.html,3300,上钢一村，放心好房，地铁直达，小户型,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1568,中层/6层,http://sh.lianjia.com/zufang/shz3427839.html,4000,上钢一村，观望后悔莫及，交通便利，温馨之家,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1443,中层/4层,http://sh.lianjia.com/zufang/shz1752152.html,4000,南北通透，错过不再有，温馨之家，上门实勘,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
86,中层/5层,http://sh.lianjia.com/zufang/shz3444977.html,3700,上钢一村，温馨之家，景观房，新鲜好房,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1441,中层/5层,http://sh.lianjia.com/zufang/shz3309068.html,3800,上钢一村，地铁房，温馨之家，上门实勘,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1773,中层/6层,http://sh.lianjia.com/zufang/shz3436737.html,4000,上钢一村，1室1厅1卫，交通便利，链家房源,上钢一村,世博,上钢一村,"121.494087,31.172560",1733.0
1883,中层/15层,http://sh.lianjia.com/zufang/shz3396250.html,2500,建华钻石公寓，好楼层，近地铁，吉宅出租,建华钻石公寓,花木,建华钻石公寓,"121.551544,31.209637",1738.0
917,中层/5层,http://sh.lianjia.com/zufang/shz3395980.html,2800,斜土路1664弄，享受好房，黄金楼层，生活很便利,斜土路1664弄,徐家汇,斜土路1664弄,"121.455811,31.195262",1746.0
356,低层/7层,http://sh.lianjia.com/zufang/shz3415730.html,3400,紧邻地铁，低区出入方便，1室1厅，上门实勘,茶陵路345弄,斜土路,茶陵路345弄,"121.462825,31.196822",1747.0
153,中层/6层,http://sh.lianjia.com/zufang/shz3457496.html,3900,毗邻地铁，上门实拍，链家好房，业主刚降价,斜土路2200弄,徐家汇,斜土路2200弄,"121.449829,31.192200",1758.0
798,中层/5层,http://sh.lianjia.com/zufang/shz3436242.html,3700,宛平南路65弄，好楼层，交通便利，新出房源,宛平南路65弄,徐家汇,宛平南路65弄,"121.445618,31.195833",1758.0
355,低层/6层,http://sh.lianjia.com/zufang/shz3409757.html,4000,观望后悔莫及，温馨一室，上门实勘，地铁房,斜土路2200弄,徐家汇,斜土路2200弄,"121.449829,31.192200",1758.0
64,高层/6层,http://sh.lianjia.com/zufang/shz3447311.html,4000,斜土路2200弄，1室1厅，钥匙在手，链家房源,斜土路2200弄,徐家汇,斜土路2200弄,"121.449829,31.192200",1758.0
